IEL- REFORMA SANITÁRIOS BLOCO VIII;"01-06812-11
OF.IEL/DIR Nº 24/2011"
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-06860-11
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-06860-11
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-06860-11
PREFEITURA- PPCI PARA PRÉDIO DA VIGILÂNCIA;01-06860-11
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-06926-10
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-06926-10
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-06926-10
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-06926-10
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-06926-10
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-06926-10
FEM- PRÉDIOS QUADRA 47;01-06961-11
CEMIB- REFORMA E AMPLIAÇÃO (FINEP);01-06971-11
PRP- BIOENERGIA;01-07007-10
PRP- BIOENERGIA;01-07007-10
PRP- BIOENERGIA;01-07007-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07013-10
PRP- BIOENERGIA;01-07017-10
PRP- BIOENERGIA;01-07017-10
PRP- BIOENERGIA;01-07017-10
PRP- BIOENERGIA;01-07017-10
PRP- BIOENERGIA;01-07017-10
PRP- BIOENERGIA;01-07017-10
PRP- BIOENERGIA;01-07017-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PRP- BIOENERGIA;01-07020-10
PREFEITURA- NOVA SEDE;01-07042-08
PREFEITURA- NOVA SEDE;01-07042-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-07099-95
PREFEITURA- NOVA SEDE;01-07103-10
PREFEITURA- NOVA SEDE;01-07103-10 VERBAL DR. PAULO
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-07205-10
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-07205-10
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-07205-10
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-07205-10
IEL- AMPLIAÇÃO DO CENTRO DE CONVIVÊNCIA DE AFÁSICOS;01-07205-10
FEQ- LRAC- LABORATÓRIO DE RECURSOS ANALÍTICOS E CALIBRAÇÃO;01-07220-11
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
COTUCA- CONSTRUÇÃO DE NOVA GUARITA;01-07226-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07276-10
FEAGRI- LABORATÓRIO END-LABEND (FINEP - PROMOVE);01-07286-08
IB- AMPLIAÇÃO LABORAT GENÔMICA (ETENO VERDE);01-07321-11
IB- AMPLIAÇÃO LABORAT GENÔMICA (ETENO VERDE);01-07321-11
IB- AMPLIAÇÃO LABORAT GENÔMICA (ETENO VERDE);"01-07321-11
OF.IB/273/2010"
CPQBA- REFORMA AUDITÓRIO;01-07334-10
FCA- PRÉDIOS DOS LABORATÓRIOS 1 E 2 CAMPUS 2;01-07336-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10
PREFEITURA- NOVA SEDE;01-07347-10 VERBAL DR. PAULO
PRDU- ACESSIBILIDADE BLOCOS MODULADOS;01-07354-11
PRDU- ACESSIBILIDADE BLOCOS MODULADOS;"01-07354-11
ORDEM DE SERVIÇO VIA CORREIO"
PRDU- ACESSIBILIDADE BLOCOS MODULADOS;"01-07354-11
ORDEM DE SERVIÇO VIA CORREIO"
PRDU- ACESSIBILIDADE BLOCOS MODULADOS;"01-07354-11
ORDEM DE SERVIÇO VIA CORREIO"
PRDU- CONSTRUÇÃO DE NÚCLEO DE ACESSIBILIDADE PARA O PRÉDIO DO CONSU;01-07355-11
PRDU- CONSTRUÇÃO DE NÚCLEO DE ACESSIBILIDADE PARA O PRÉDIO DO CONSU;01-07355-11
PRDU- CONSTRUÇÃO DE NÚCLEO DE ACESSIBILIDADE PARA O PRÉDIO DO CONSU;"01-07355-11
ORDEM DE SERVIÇO VIA CORREIO"
FEF- REFORMA QUADRAS DE 1 A 9;01-07500-11
GGBS- REFORMA INTERNA;01-07538-10
GGBS- REFORMA INTERNA;01-07538-10
GGBS- REFORMA INTERNA;01-07538-10
CEPETRO- LAB ALTO DESEMPENHO AMBIENTE 3D VISUALIZ CIENTIF- GALILEU (EM CONJ COM FEM E FEEC);01-07590-08
CEPETRO- LAB ALTO DESEMPENHO AMBIENTE 3D VISUALIZ CIENTIF- GALILEU (EM CONJ COM FEM E FEEC);01-07590-08
CEPETRO- LAB ALTO DESEMPENHO AMBIENTE 3D VISUALIZ CIENTIF- GALILEU (EM CONJ COM FEM E FEEC);01-07590-08
DGA- REFORMA ÁREA COORDENADORIA;01-07657-10
DGA- REFORMA ÁREA COORDENADORIA;01-07658-10
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-07659-10
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-07660-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
FEM- PRÉDIOS QUADRA 47;01-07682-10
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-07692-08
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-07692-08
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-07692-08
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-07692-08
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-07692-08
IEL - REFORMA SALA MULTIUSUÁRIA DE COLEGIADOS;01-07692-08
GASTROCENTRO- REFORMA SANITÁRIOS;01-07716-11
GASTROCENTRO- REFORMA SANITÁRIOS;01-07716-11
GASTROCENTRO- REFORMA SANITÁRIOS;01-07716-11
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-07783-08
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-07783-08
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-07783-08
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-07783-08
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-07783-08
HEMOCENTRO- HUMANIZAÇÃO E MELHORIA ACESSOS INTERNOS;01-07783-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- LAB FARMACOLOGIA E TOXICOLOGIA;01-07875-08
CPQBA- REFORMA AUDITÓRIO;01-08018-08
CPQBA- REFORMA AUDITÓRIO;01-08018-08
CPQBA- REFORMA AUDITÓRIO;01-08018-08
CPQBA- REFORMA AUDITÓRIO;01-08018-08
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-08073-10
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;"01-08073-10
IT CPO 225/10"
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
PREFEITURA- RESTAURANTE SATURNINO;01-08208-08
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-07
IA- MIDIALOGIA;01-08252-08
IA- 1A ETAPA DO TEATRO - TEATRO;01-08254-07
IA- 1A ETAPA DO TEATRO - TEATRO;01-08255-07
IA- 1A ETAPA DO TEATRO - TEATRO;01-08256-07
IA- 1A ETAPA DO TEATRO - TEATRO;01-08257-07
IA- 1A ETAPA DO TEATRO - TEATRO;01-08260-07
IA- 1A ETAPA DO TEATRO - TEATRO;01-08262-07
IEL- REFORMA PRÉDIO SALAS DE AULA (BLOCO VI);01-08350-10
IEL- REFORMA PRÉDIO SALAS DE AULA (BLOCO VI);01-08350-10
FCA- RESTAURANTE CAMPUS 2;01-08353-10
FCA- RESTAURANTE CAMPUS 2;01-08354-10
IB- LABORATÓRIO DE GENOTIPAGEM;01-08493-10
IB- LABORATÓRIO DE GENOTIPAGEM;01-08493-10
IB- LABORATÓRIO DE GENOTIPAGEM;01-08493-10
IB- LABORATÓRIO DE GENOTIPAGEM;01-08493-10
IB- LABORATÓRIO DE GENOTIPAGEM;01-08493-10
IB- LABORATÓRIO DE GENOTIPAGEM;"01-08493-10
OF.IB 81/2010"
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;01-08781-10
IB- CONSTRUÇÃO PARCIAL LAB BIOPATÓGENOS;"01-08781-10
REUNIÃO C/ REITOR E PESQUISADORES"
FCM- PRÉDIO CURSO FARMÁCIA;01-08940-10
FCM- PRÉDIO CURSO FARMÁCIA;"01-08940-10
 IT NGPO 242/10"
IE- REFORMA AUDITÓRIO;01-09106-06
NUDECRI- NOVO PRÉDIO;01-09118-09
NUDECRI- NOVO PRÉDIO;01-09118-09
NUDECRI- NOVO PRÉDIO;01-09118-09
NUDECRI- NOVO PRÉDIO;01-09118-09
IEL- REFORMA PRÉDIO SALAS DE AULA (BLOCO VI);01-09241-09
IEL- REFORMA PRÉDIO SALAS DE AULA (BLOCO VI);01-09241-09
IEL- REFORMA PRÉDIO SALAS DE AULA (BLOCO VI);01-09241-09
IEL- REFORMA PRÉDIO SALAS DE AULA (BLOCO VI);01-09241-09
IEL- REFORMA PRÉDIO SALAS DE AULA (BLOCO VI);01-09241-09
INOVA- ESTUDO HIDROLÓGICO E REDIMENSIONAMENTO DE REDES;01-09244-10
INOVA- ESTUDO HIDROLÓGICO E REDIMENSIONAMENTO DE REDES;01-09244-10
INOVA- ESTUDO HIDROLÓGICO E REDIMENSIONAMENTO DE REDES;01-09244-10
INOVA- ESTUDO HIDROLÓGICO E REDIMENSIONAMENTO DE REDES;01-09244-10
INOVA- ESTUDO HIDROLÓGICO E REDIMENSIONAMENTO DE REDES;01-09244-10
INOVA- ESTUDO HIDROLÓGICO E REDIMENSIONAMENTO DE REDES;"01-09244-10
PLANEJAMENTO CPO"
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-09274-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-09274-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-09274-09
IC- REMODELAÇÃO ENTRADA ENERGIA PRÉDIOS IC-3 E IC-3,5;01-09274-09
FOP- CENTRO CLÍNICO;01-09374-09
FOP- CENTRO CLÍNICO;01-09374-09
FOP- CENTRO CLÍNICO;01-09374-09
FOP- CENTRO CLÍNICO;01-09374-09
FOP- CENTRO CLÍNICO;01-09374-09
FOP- CENTRO CLÍNICO;01-09374-09
FOP- CENTRO CLÍNICO;01-09374-09
CPFLimeira- Reformulação Acessos;01-09383-09
CPFLimeira- Reformulação Acessos;01-09383-09
CPFLimeira- Reformulação Acessos;01-09383-09
CPFLimeira- Reformulação Acessos;01-09383-09
CPFLimeira- Reformulação Acessos;01-09383-09
CPFLimeira- Reformulação Acessos;01-09383-09
CPFLimeira- REFORMULAÇÃO ACESSOS;01-09383-09
CPFLimeira- REFORMULAÇÃO ACESSOS;01-09383-09
CPFLimeira- REFORMULAÇÃO ACESSOS;01-09383-09
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
PRP- PRÉDIO CORE FACILITY;01-09532-10
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-09595-09
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-09595-09
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-09595-09
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-09595-09
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-09595-09
DGA- REFORMA ANTIGO BARRACÃO MARCENARIA;01-09595-09
IMECC- REDE ELÉTRICA ESTABILIZADA;01-09596-09
IMECC- REDE ELÉTRICA ESTABILIZADA;01-09596-09
IMECC- REDE ELÉTRICA ESTABILIZADA;01-09596-09
IMECC- REDE ELÉTRICA ESTABILIZADA;01-09596-09
IMECC- REDE ELÉTRICA ESTABILIZADA;01-09596-09
IMECC- REDE ELÉTRICA ESTABILIZADA;01-09596-09
CEL- NOVO PRÉDIO;01-09597-09
CEL- NOVO PRÉDIO;01-09597-09
CEL- NOVO PRÉDIO;01-09597-09
CEL- NOVO PRÉDIO;01-09597-09
CEL- NOVO PRÉDIO;01-09597-09
CEL- NOVO PRÉDIO;01-09597-09
CEL- NOVO PRÉDIO;01-09597-09
FCA- INFRAESTRUTURA ELÉTRICA;01-09665-10
FCA- INFRAESTRUTURA ELÉTRICA;01-09665-10
FCA- INFRAESTRUTURA ELÉTRICA;01-09665-10
FCA- INFRAESTRUTURA ELÉTRICA;01-09665-10
FCA- INFRAESTRUTURA ELÉTRICA;01-09665-10
FCA- INFRAESTRUTURA ELÉTRICA;01-09665-10
FCA- INFRAESTRUTURA ELÉTRICA;"01-09665-10
IT CPO-DO 283/10"
FCA- VESTIÁRIO PARA AS QUADRAS;01-09673-10
FCA- VESTIÁRIO PARA AS QUADRAS;01-09673-10
FCA- VESTIÁRIO PARA AS QUADRAS;01-09673-10
FCA- VESTIÁRIO PARA AS QUADRAS;"01-09673-10
REUNIÃO DO GT LIMEIRA"
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);01-09727-09
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);01-09727-09
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);01-09727-09
FEC- LABORATÓRIO VEÍCULO VIA (FINEP);01-09727-09
SIARQ- NOVA SEDE;01-09751-07
SIARQ- NOVA SEDE;01-09751-07
IG- NOVA SEDE;01-09782-10
IG- NOVA SEDE;01-09782-10
IG- NOVA SEDE;01-09782-10
IG- NOVA SEDE;01-09782-10
IG- NOVA SEDE;"01-09782-10
IT-DT-249/10"
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-09788-10
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-09788-10
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-09788-10
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-09788-10
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-09788-10
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-09788-10
FEF- URBANIZAÇÃO ENTORNO NOVO GINÁSIO;01-09788-10
FE- ANEXO 3;01-09924-07
FE- ANEXO 3;01-09924-07
IC- REFAZIMENTO COBERTURA PRÉDIO IC-3;01-1011-05 (em mãos)
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
PREFEITURA- RESTAURANTE SATURNINO;01-10169-09
CPQBA- REFORMA AUDITÓRIO;01-10262-07
CPQBA- REFORMA AUDITÓRIO;01-10262-07
CPQBA- REFORMA AUDITÓRIO;01-10262-07
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-10298-11
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;01-10298-11
PREFEITURA- INFRAESTRUTURA ÁREA MÉDICA;"01-10298-11
PROCEDIMENTO INTERNO"
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-10325-11
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-10325-11
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-10325-11
IC- AMPLIAÇÃO PRÉDIO IC-3- LAB PÓS GRAD E DEPÓSITO;01-10325-11
FCM- ABRIGO DE RESÍDUOS QUÍMICOS;01-10500-11
FCM- ABRIGO DE RESÍDUOS QUÍMICOS;"01-10500-11
OF.002/2011-CP/FCM"
COTUCA- REFORMA INST ELÉTRICAS PRÉDIOS DO COTUCA;01-10501-11
CPQBA- QUIOSQUE COM SANITÁRIOS;01-10505-11
CPQBA- QUIOSQUE COM SANITÁRIOS;"01-10505-11
OFÍCIO CPQBA 024/11"
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-10510-11
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-10510-11
PRG- REFORMA SANITÁRIOS SUBSOLO BÁSICO I;01-10510-11
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-10638-11
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);01-10638-11
IEL- CENTRO CULTURAL (REFORMA ANTIGO CARPEN DIEN);"01-10638-11
OF.IEL/DIR Nº 18/2011"
FCM- PRÉDIO CURSO FARMÁCIA;01-10734-11
FCM- PRÉDIO CURSO FARMÁCIA;01-10734-11
FCM- PRÉDIO CURSO FARMÁCIA;01-10734-11
FCM- PRÉDIO CURSO FARMÁCIA;01-10734-11
CPO- REFORMA SANITÁRIOS E ADEQUAÇÃO DO PRÉDIO CPO E INCAMP ÀS NORMAS DE ACESSIBILIDADE;01-10775-11
CPO- REFORMA SANITÁRIOS E ADEQUAÇÃO DO PRÉDIO CPO E INCAMP ÀS NORMAS DE ACESSIBILIDADE;01-10775-11
IFCH- AEL- REFORMA DOS CAIXILHOS;"01-10924-11
INF.IFCH S/Nº"
IFCH- AMPLIAÇÃO BIBLIOTECA (FINEP- CT-INFRA);01-10927-11
IFCH- PROJETOS CONCLUSÃO OBRA AEL;01-10952-04
IFCH- PROJETOS CONCLUSÃO OBRA AEL;01-10952-04
IFCH- PROJETOS CONCLUSÃO OBRA AEL;01-10952-04
IFCH- PROJETOS CONCLUSÃO OBRA AEL;01-10952-04
NUDECRI- NOVO PRÉDIO;01-10972-07
NUDECRI- NOVO PRÉDIO;01-10972-07
NUDECRI- NOVO PRÉDIO;01-10972-07
NUDECRI- NOVO PRÉDIO;01-10972-07
NUDECRI- NOVO PRÉDIO;01-10972-07
CEMIB- NOVA REDE HIDRÁULICA;01-10973-07
CEMIB- NOVA REDE HIDRÁULICA;01-10973-07
IEL- REFORMA SANITÁRIOS BLOCO VIII;01-11109-11
CLE- REFORMA;"01-11127-11
OF.CLE Nº 6/2011"
IE- AUDITÓRIO PROF. RUBEN TAPIA;01-11235-11
IE- AUDITÓRIO PROF. RUBEN TAPIA;"01-11235-11
OF.IE Nº 27/2011"
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-11328-11
IA- 2A ETAPA DO TEATRO - DEPTOS DAC E DACO;01-11328-11
IC- REFAZIMENTO COBERTURA PRÉDIO IC-3;01-11387-07
IC- REFAZIMENTO COBERTURA PRÉDIO IC-3;01-11387-07
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11485-11
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11485-11
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11485-11
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11485-11
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11485-11
FCA- ENSINO 2 CAMPUS 2;01-11486-06
FCA- ENSINO 2 CAMPUS 2;01-11486-06
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
PRG- REVITALIZAÇÃO PRAÇAS CICLO BÁSICO, RU E ADJACÊNCIAS;01-11489-08
IG- NOVA SEDE;"01-11600-11
OF.IG.DIR-024/2011"
FEM- LAB PROCESSOS TÉRMICOS INDUSTRIAIS;01-11672-08
FEM- LAB PROCESSOS TÉRMICOS INDUSTRIAIS;01-11672-08
FEM- LAB PROCESSOS TÉRMICOS INDUSTRIAIS;01-11672-08
FEM- LAB PROCESSOS TÉRMICOS INDUSTRIAIS;01-11672-08
FEM- LAB PROCESSOS TÉRMICOS INDUSTRIAIS;01-11672-08
FEM- LAB PROCESSOS TÉRMICOS INDUSTRIAIS;01-11672-08
